fid,Title,Path,PHOTO_ID,POI_ID,ACTION,MR_PHOTOID,POI_NAME,CATEGORY,SUB_CAT,LANDLINE,MOBILE,MOBILE_1,TOLL_FREE,POI_EMAIL,WEBSITE,SERVICE_TY,IS_EXIST,RE-OPEN DA,DAYS_OF_WO,PARENT_CHI,PARENT_ID,POINT_ADDR,STREET_ROA,SECON_SREE,LOCALITY,SUB_LOCALI,LANDMARK,CITY,POSTCODE,BUILD_LATE,BUILD_LONE,1ST_OPEN,1ST_CLOSE,2ND_OPEN,2ND_CLOSE,FRAME_1,FRAME_2,FRAME_3,REMARKS,COLLECT_ON,COLLECT_DT,PRO_RESOUR,PROD_DATE,TYPE_COLL,A_CATEGORY,A_SUB_CAT,QC_RESOURC,QIL_DMK,FISH_EYE,TRANSLATION_POI,DISPLAY_POI,BRAND_POI,FLOOR_INFO,DISPLAY_LATLON
10819,DCIM\111GOPRO\G0196700.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236503.JPG,IDN_00000236503,,,,NASI GORENG MAS JONI,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.296778444,106.8268135,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29679468, 106.82682956"
10820,DCIM\111GOPRO\G0196701.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236504.JPG,IDN_00000236504,,,,KLINK & FRESH ,SPECIALTY/BRANDED STORE,CLEANING & LAUNDRY,,8163630665,81316113050,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.296795259,106.8268616,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29681642, 106.82686952"
10821,DCIM\111GOPRO\G0196702.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236505.JPG,IDN_00000236505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10822,DCIM\111GOPRO\G0196703.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236506.JPG,IDN_00000236506,,,,BAKSO MALANG ASLI,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,8.13189E+11,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.296739306,106.8269217,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29675931, 106.82692931"
10823,DCIM\111GOPRO\G0196704.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236507.JPG,IDN_00000236507,,,,PECEL LELE BU YATI,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,85921626026,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.296718722,106.8269608,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29673670, 106.82698065"
10824,DCIM\111GOPRO\G0196705.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236508.JPG,IDN_00000236508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10825,DCIM\111GOPRO\G0196706.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236509.JPG,IDN_00000236509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10826,DCIM\111GOPRO\G0196707.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236510.JPG,IDN_00000236510,,,,TOKO BAROK ATUR RIZQI,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.296685383,106.8270226,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29670597, 106.82703781"
10827,DCIM\111GOPRO\G0196708.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236511.JPG,IDN_00000236511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10828,DCIM\111GOPRO\G0196709.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236512.JPG,IDN_00000236512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10829,DCIM\111GOPRO\G0196710.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236513.JPG,IDN_00000236513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10830,DCIM\111GOPRO\G0196711.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236514.JPG,IDN_00000236514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10831,DCIM\111GOPRO\G0196712.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236515.JPG,IDN_00000236515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10832,DCIM\111GOPRO\G0196713.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236516.JPG,IDN_00000236516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10833,DCIM\111GOPRO\G0196714.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236517.JPG,IDN_00000236517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10834,DCIM\111GOPRO\G0196715.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236518.JPG,IDN_00000236518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10835,DCIM\111GOPRO\G0196716.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236519.JPG,IDN_00000236519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10836,DCIM\111GOPRO\G0196717.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236520.JPG,IDN_00000236520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10837,DCIM\111GOPRO\G0196718.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236521.JPG,IDN_00000236521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10838,DCIM\111GOPRO\G0196118.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235921.JPG,IDN_00000235921,,,,BANK CENTRAL ASIA,ATM,Bank Central Asia (BCA),,,,,,,,OPEN,,,PARENT,,,,,KEBAGUSAN TIMUR,,,JAKARTA,,-6.313764632,106.825524,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31377271, 106.82557476"
10839,DCIM\111GOPRO\G0196118.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235921.JPG,IDN_00000235921,,,,INDOMARET,CONVENIENCE STORE,SUPER MARKET,,,,,,,,OPEN,,,PARENT,,,,,KEBAGUSAN TIMUR,,,JAKARTA,,-6.313764632,106.825524,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31377271, 106.82557476"
10840,DCIM\111GOPRO\G0196146.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235949.JPG,IDN_00000235949,,,,ALADIN BANK SYARIAH MASA DEPAN ,ATM,Other,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.312719008,106.8257029,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31271933, 106.82575102"
10841,DCIM\111GOPRO\G0196146.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235949.JPG,IDN_00000235949,,,,BANK CENTRAL ASIA,ATM,Bank Central Asia (BCA),,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.312719008,106.8257029,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31271933, 106.82575102"
10842,DCIM\111GOPRO\G0196146.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235949.JPG,IDN_00000235949,,,,ALFAMART,CONVENIENCE STORE,SUPER MARKET,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.312719008,106.8257029,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31271933, 106.82575102"
10843,DCIM\111GOPRO\G0196283.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236086.JPG,IDN_00000236086,,,,APOTEK PRIMA FARMA ,PHARMACY,OTHER,2127870096,87777700370,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.309890801,106.8270386,17,21,0,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.30989403, 106.82706074"
10844,DCIM\111GOPRO\G0196303.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236106.JPG,IDN_00000236106,,,,BANK NEGARA INDONESIA,ATM,Bank Negara Indonesia (BNI),,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.309255988,106.8270949,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.30925082, 106.82715634"
10845,DCIM\111GOPRO\G0196303.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236106.JPG,IDN_00000236106,,,,BANK CENTRAL ASIA,ATM,Bank Central Asia (BCA),,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.309255988,106.8270949,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.30925082, 106.82715634"
10846,DCIM\111GOPRO\G0196303.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236106.JPG,IDN_00000236106,,,,INDOMARET,CONVENIENCE STORE,SUPER MARKET,,,,,,,,OPEN,,,PARENT,,,,,KEBAGUSAN III,,,JAKARTA,,-6.309255988,106.8270949,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.30925082, 106.82715634"
10847,DCIM\111GOPRO\G0196334.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236137.JPG,IDN_00000236137,,,,ES. TEH INDONESIA ,BUSINESS FACILITY/OFFICE,OTHER,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.308275773,106.8272796,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.30828256, 106.82729519"
10848,DCIM\111GOPRO\G0196479.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236282.JPG,IDN_00000236282,,,,BANK MANDIRI,ATM,Bank Mandiri,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.303481796,106.8267983,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.30346725, 106.82685001"
10849,DCIM\111GOPRO\G0196525.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236328.JPG,IDN_00000236328,,,,ALFAMART,CONVENIENCE STORE,SUPER MARKET,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.302262427,106.8264412,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.30224318, 106.82651294"
10850,,,IDN_00000236328,,,,BANK CENTRAL ASIA,ATM,Bank Central Asia (BCA),,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.302262427,106.8264412,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.30224318, 106.82651294"
10851,DCIM\111GOPRO\G0196577.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236380.JPG,IDN_00000236380,,,,APIQUE,SPECIALTY/BRANDED STORE,CLEANING & LAUNDRY,,81513008900,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.300540056,106.8264768,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.30053043, 106.82652348"
10852,,,IDN_00000235949,,,,BEAN SPOT,COFFEE SHOP,,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.312719008,106.8257029,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31271933, 106.82575102"
